Company,Memory_Structure_Categories,Gpu_Type,Gpu_Company,OpSys,Cpu_Company,Inches,CPU_Frequency_Numeric,Ram_Numeric,Size_Numeric,Weight_Numeric,Price_dollars
HP,HDD,GeForce GTX 960M,Nvidia,Windows 10,Intel,15.6,2.6,6,1000,2.18,879
Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,256,2.18,875
Dell,SSD,Radeon R5 M420,AMD,Windows 10,Intel,15.6,2.5,8,256,2.18,869
Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,256,2.18,825
Dell,SSD,Radeon R5 M420,AMD,Windows 10,Intel,15.6,2.7,4,256,2.18,813
Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,128,2.18,785
Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4,1000,2.18,779
Dell,HDD,Radeon R5 M420,AMD,Windows 10,Intel,15.6,2.5,4,1000,2.18,753
Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4,1000,2.18,723
Dell,HDD,Radeon R5 M420,AMD,Windows 10,Intel,15.6,2,4,1000,2.18,680
Dell,HDD,Radeon R5 M420X,AMD,Windows 10,Intel,15.6,2,4,1000,2.18,675
Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,4,1000,2.18,645
Dell,SSD,Radeon R5 M420,AMD,Linux,Intel,15.6,2.5,4,128,2.18,626
Dell,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4,1000,2.18,614
Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,4,128,2.18,602
Dell,HDD,HD Graphics 520,Intel,Linux,Intel,15.6,2.5,4,1000,2.18,574
Dell,HDD,Radeon R5 M420,AMD,Linux,Intel,15.6,2,4,1000,2.18,512
Dell,HDD,Radeon R5 M420X,AMD,Linux,Intel,15.6,2,4,1000,2.18,501
Dell,HDD,HD Graphics 520,Intel,Linux,Intel,15.6,2,4,1000,2.18,488
Dell,SSD,Quadro M620,Nvidia,Windows 10,Intel,15.6,2.7,16,512,2.17,2572
Dell,SSD,Quadro M620,Nvidia,Windows 10,Intel,15.6,2.7,16,256,2.17,2173
Lenovo,SSD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.8,8,256,2.17,989
Dell,SSD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,1.8,8,512,2.16,1388
Dell,Hybrid,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,1.8,8,256,2.16,1243
Acer,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,12,1000,2.15,725
Lenovo,HDD,HD Graphics 520,Intel,No OS,Intel,15.6,2.3,4,1000,2.15,509
Dell,SSD,Radeon 520,AMD,Linux,Intel,15.6,1.8,8,256,2.14,809
Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,1000,2.14,594
Dell,SSD,Radeon 520,AMD,Windows 10,Intel,15.6,1.8,8,256,2.13,845
Dell,SSD,Radeon 520,AMD,Windows 10,Intel,15.6,1.6,8,256,2.13,801
Asus,Hybrid,GeForce GTX 1060,Nvidia,Windows 10,Intel,15.6,2.8,16,128,2.1,2089
Lenovo,SSD,Radeon RX 550,AMD,Windows 10,Intel,15.6,1.8,8,256,2.1,1353
HP,SSD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.8,16,512,2.1,1275
Asus,Hybrid,GeForce 150MX,Nvidia,Windows 10,Intel,17.3,1.8,8,128,2.1,1260
Lenovo,Hybrid,Radeon RX 550,AMD,Windows 10,Intel,15.6,1.6,8,256,2.1,1259
HP,HDD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.8,8,1000,2.1,992
HP,SSD,GeForce 930MX ,Nvidia,Windows 10,Intel,15.6,1.6,8,256,2.1,967
Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4,256,2.1,954
HP,HDD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.6,8,1000,2.1,873
Toshiba,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4,500,2.1,858
HP,HDD,Radeon 530,AMD,Windows 10,Intel,15.6,2.7,8,1000,2.1,820
HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,1.6,4,500,2.1,794
HP,HDD,GeForce 930MX ,Nvidia,Windows 10,Intel,15.6,2.4,8,1000,2.1,788
HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,4,128,2.1,776
HP,HDD,Radeon 530,AMD,Windows 10,Intel,15.6,2.7,4,500,2.1,758
HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,4,500,2.1,735
HP,Hybrid,Radeon 520,AMD,Windows 10,AMD,15.6,3,6,128,2.1,715
Lenovo,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4,1000,2.1,684
Toshiba,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4,500,2.1,662
Acer,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4,256,2.1,659
Lenovo,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4,500,2.1,594
HP,HDD,Radeon 530,AMD,Windows 10,AMD,15.6,2.7,6,1000,2.1,582
Asus,HDD,GeForce 920,Nvidia,Linux,Intel,15.6,2.5,4,1000,2.1,571
HP,Hybrid,Radeon 520,AMD,Windows 10,Intel,15.6,2,4,128,2.1,549
Toshiba,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.1,4,128,2.1,548
Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4,128,2.1,542
Lenovo,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4,500,2.1,539
HP,HDD,Radeon 520,AMD,Windows 10,AMD,15.6,3,4,1000,2.1,538
Acer,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,6,1000,2.1,527
HP,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4,1000,2.1,526
HP,HDD,HD Graphics 520,Intel,No OS,Intel,15.6,2.3,4,500,2.1,525
HP,HDD,Radeon 520,AMD,Windows 10,Intel,15.6,2,4,1000,2.1,516
Acer,SSD,Radeon R5,AMD,Windows 10,AMD,15.6,3,4,256,2.1,496
Acer,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4,128,2.1,494
Toshiba,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.2,4,500,2.1,492
Acer,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4,1000,2.1,492
Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4,128,2.1,472
Acer,SSD,Radeon R5,AMD,Windows 10,AMD,15.6,3,4,128,2.1,469
Acer,SSD,HD Graphics 520,Intel,Linux,Intel,15.6,2,4,128,2.1,453
Acer,HDD,Radeon R5,AMD,Windows 10,AMD,15.6,3,6,1000,2.1,450
Acer,HDD,Radeon R5,AMD,Windows 10,AMD,15.6,3,4,500,2.1,440
HP,HDD,Radeon R4,AMD,Windows 10,AMD,15.6,2.5,4,1000,2.1,438
Lenovo,HDD,HD Graphics 520,Intel,No OS,Intel,15.6,2.3,4,500,2.1,438
Acer,HDD,Radeon R5,AMD,Windows 10,AMD,15.6,3,4,1000,2.1,435
Acer,HDD,HD Graphics 520,Intel,Linux,Intel,15.6,2,4,1000,2.1,429
Acer,HDD,HD Graphics 520,Intel,Windows 10,Intel,14,2,8,1000,2.1,428
Acer,HDD,HD Graphics 620,Intel,Linux,Intel,15.6,2.7,4,1000,2.1,404
Acer,HDD,HD Graphics 505,Intel,Windows 10,Intel,15.6,1.1,4,1000,2.1,400
HP,HDD,Radeon R2,AMD,Windows 10,AMD,15.6,1.5,4,500,2.1,384
HP,HDD,HD Graphics 520,Intel,No OS,Intel,15.6,2,4,500,2.1,384
Acer,HDD,HD Graphics 500,Intel,Windows 10,Intel,15.6,1.1,4,1000,2.1,383
HP,HDD,HD Graphics 400,Intel,Windows 10,Intel,15.6,1.6,4,500,2.1,382
Acer,HDD,HD Graphics 500,Intel,Windows 10,Intel,15.6,2,4,500,2.1,366
HP,HDD,Radeon R2,AMD,Windows 10,AMD,15.6,1.5,4,500,2.1,363
Lenovo,HDD,HD Graphics 510,Intel,Windows 10,Intel,15.6,1.6,4,500,2.1,350
Lenovo,HDD,HD Graphics 500,Intel,Windows 10,Intel,14,1.1,4,500,2.1,329
Acer,HDD,HD Graphics 505,Intel,Linux,Intel,15.6,1.1,4,1000,2.1,328
Acer,HDD,HD Graphics 500,Intel,Linux,Intel,15.6,2,4,1000,2.1,299
Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,16,512,2.09,1297
Dell,SSD,HD Graphics 520,Intel,Windows 7,Intel,15.6,2.4,8,256,2.09,1169
Dell,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.4,8,500,2.09,1151
Dell,HDD,HD Graphics 520,Intel,Linux,Intel,15.6,2.3,4,500,2.09,576
Lenovo,SSD,Radeon R7 M460,AMD,Windows 10,Intel,15.6,2.5,8,256,2.08,1055
Dell,HDD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.8,8,1000,2.08,901
Dell,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4,1000,2.08,876
Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15,2.4,4,500,2.08,560
HP,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4,500,2.07,1001
HP,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4,500,2.07,715
Dell,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,32,1000,2.06,2903
Dell,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,16,1000,2.06,2639
Dell,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,16,512,2.06,2637
Dell,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,16,512,2.06,2230
Dell,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,16,512,2.06,2089
Dell,SSD,Quadro M620,Nvidia,Windows 10,Intel,15.6,2.8,8,256,2.06,1939
Dell,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.5,8,256,2.06,1924
Asus,Hybrid,HD Graphics 530,Intel,Windows 10,Intel,15.6,2.6,12,128,2.06,1429
Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,1000,2.06,1051
Dell,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4,500,2.06,530
Lenovo,SSD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.8,8,256,2.05,968
Lenovo,SSD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.6,8,256,2.05,813
Lenovo,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,1.6,4,500,2.05,754
Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,4,128,2.05,693
HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,8,1000,2.05,658
Dell,SSD,GeForce 960M,Nvidia,Windows 10,Intel,15.6,2.3,8,256,2.04,2476
Apple,Flash,Iris Pro Graphics,Intel,Mac OS X,Intel,15.4,2.2,16,256,2.04,2354
HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,8,256,2.04,1177
HP,SSD,GeForce 930MX,Nvidia,Windows 10,Intel,15.6,2.7,8,256,2.04,1121
HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4,256,2.04,1077
HP,Hybrid,GeForce 930MX,Nvidia,Windows 10,Intel,15.6,2.7,8,128,2.04,1077
HP,HDD,GeForce 930MX,Nvidia,Windows 10,Intel,15.6,2.7,8,1000,2.04,990
HP,SSD,GeForce 930MX,Nvidia,Windows 10,Intel,15.6,2.5,8,256,2.04,978
HP,HDD,GeForce 930MX,Nvidia,Windows 10,Intel,15.6,2.5,8,1000,2.04,931
HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4,256,2.04,923
HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,1000,2.04,887
HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,4,256,2.04,847
HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4,500,2.04,816
HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,4,500,2.04,754
HP,HDD,Radeon R7 Graphics,AMD,Windows 10,AMD,15.6,2.5,8,2000,2.04,692
HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,8,2000,2.04,692
HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,6,1000,2.04,637
HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,1000,2.04,615
HP,Hybrid,Radeon R7 M440,AMD,Windows 10,AMD,15.6,2.9,6,1000,2.04,605
HP,Hybrid,Radeon R7 M440,AMD,Windows 10,AMD,15.6,2.9,6,1000,2.04,605
HP,Hybrid,Radeon R7 M440,AMD,Windows 10,AMD,15.6,2.9,6,1000,2.04,605
HP,HDD,Radeon R5 M430,AMD,Windows 10,Intel,15.6,2,6,1000,2.04,593
HP,HDD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.6,4,1000,2.04,574
HP,HDD,HD Graphics 405,Intel,Windows 10,Intel,15.6,1.6,8,2000,2.04,428
Asus,HDD,Radeon R5 M420,AMD,Windows 10,AMD,15.6,3,4,1000,2.03,443
Lenovo,SSD,HD Graphics 520,Intel,Windows 7,Intel,14,2.3,8,256,2.02,1474
Dell,Hybrid,Radeon 530,AMD,Windows 10,Intel,15.6,1.8,8,256,2.02,1257
Dell,Hybrid,Radeon 530,AMD,Linux,Intel,15.6,1.8,16,256,2.02,1154
Lenovo,HDD,HD Graphics 620,Intel,Windows 10,Intel,14,2.5,4,500,2.02,1089
Dell,Hybrid,Radeon 530,AMD,Windows 10,Intel,15.6,1.8,8,128,2.02,1068
Dell,Hybrid,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.8,8,128,2.02,941
Dell,HDD,Radeon 530,AMD,Windows 10,Intel,15.6,1.6,8,2000,2.02,835
HP,SSD,Quadro M1000M,Nvidia,Windows 10,Intel,15.6,2.7,8,8,2,2474
Dell,SSD,Quadro M1200,Nvidia,Windows 10,Intel,15.6,2.7,8,256,2,2349
HP,SSD,Quadro M1000M,Nvidia,Windows 7,Intel,15.6,2.6,8,256,2,2089
Lenovo,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,16,512,2,2089
Dell,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,8,256,2,2012
Dell,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,8,256,2,2002
Lenovo,SSD,GeForce GTX 1050M,Nvidia,Windows 10,Intel,15.6,2.8,8,512,2,1869
Toshiba,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,8,256,2,1527
Asus,Hybrid,HD Graphics 620,Intel,Windows 10,Intel,14,2.7,8,256,2,1467
Lenovo,SSD,HD Graphics 630,Intel,Windows 10,Intel,15.6,2.8,8,256,2,1429
Asus,Hybrid,GeForce GTX 960M,Nvidia,Windows 10,Intel,15.6,2.7,8,256,2,1429
Dell,SSD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.8,16,512,2,1414
Toshiba,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,256,2,1384
Asus,Hybrid,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,8,256,2,1346
Dell,Hybrid,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.7,8,128,2,1328
Dell,SSD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,1.6,8,256,2,1257
Asus,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.7,8,256,2,1203
Toshiba,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,500,2,1170
Asus,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.5,8,256,2,1040
Toshiba,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,256,2,1037
Toshiba,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,500,2,946
Toshiba,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,128,2,872
Asus,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.4,4,256,2,846
Asus,SSD,GeForce 920MX ,Nvidia,Windows 10,Intel,15.6,2.5,8,256,2,846
Dell,SSD,Radeon R5 M420X,AMD,Windows 10,Intel,15.6,2,8,256,2,813
Toshiba,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,4,500,2,736
Dell,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,8,256,2,732
Asus,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4,256,2,645
Asus,SSD,HD Graphics 505,Intel,Windows 10,Intel,15.6,1.1,8,128,2,640
Asus,SSD,GeForce 920M,Nvidia,Windows 10,Intel,15.6,2.4,6,256,2,635
Asus,HDD,GeForce 920MX,Nvidia,Windows 10,Intel,17.3,2,4,1000,2,620
Asus,SSD,HD Graphics 620,Intel,Linux,Intel,15.6,2.5,4,256,2,615
Toshiba,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,4,500,2,538
Asus,HDD,HD Graphics 505,Intel,Windows 10,Intel,15.6,1.1,4,1000,2,494
Asus,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,4,1000,2,479
Asus,SSD,HD Graphics 520,Intel,Linux,Intel,15.6,2,4,256,2,457
Asus,HDD,HD Graphics 500,Intel,Windows 10,Intel,15.6,1.1,8,1000,2,439
Asus,HDD,HD Graphics 505,Intel,Linux,Intel,15.6,1.1,4,1000,2,439
Asus,HDD,HD Graphics 620,Intel,Linux,Intel,15.6,2,4,1000,2,428
Asus,HDD,Radeon R2 Graphics,AMD,Windows 10,AMD,15.6,1.8,4,500,2,384
Asus,HDD,HD Graphics 500,Intel,Windows 10,Intel,15.6,1.1,4,1000,2,378
Asus,HDD,HD Graphics 500,Intel,Windows 10,Intel,15.6,1.1,4,1000,2,373
Asus,HDD,HD Graphics 500,Intel,Windows 10,Intel,15.6,1.1,4,500,2,334
Asus,HDD,HD Graphics 500,Intel,Linux,Intel,15.6,1.1,4,1000,2,302
Asus,HDD,HD Graphics 500,Intel,Linux,Intel,15.6,1.1,4,500,2,246
Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,8,512,1.99,1902
Asus,Hybrid,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,8,128,1.99,1485
Asus,HDD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.5,8,1000,1.99,997
Dell,HDD,GeForce GT 940MX,Nvidia,Windows 10,Intel,15.6,2.7,8,1000,1.98,1057
Dell,SSD,GeForce GT 940MX,Nvidia,Linux,Intel,15.6,2.7,8,256,1.98,985
Dell,HDD,HD Graphics 620,Intel,Linux,Intel,15.6,2.5,8,1000,1.98,799
Lenovo,SSD,GeForce GT 940MX,Nvidia,Windows 10,Intel,14,2.8,8,256,1.96,2093
HP,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.5,8,256,1.96,747
HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,256,1.96,659
HP,HDD,HD Graphics 405,Intel,Windows 10,Intel,15.6,1.6,4,1000,1.96,550
HP,HDD,HD Graphics 620,Intel,No OS,Intel,15.6,2.5,4,500,1.96,549
Razer,SSD,GeForce GTX 1060,Nvidia,Windows 10,Intel,14,2.8,16,1000,1.95,3849
Razer,SSD,GeForce GTX 1060,Nvidia,Windows 10,Intel,14,2.8,16,512,1.95,3189
Razer,SSD,GeForce GTX 1060,Nvidia,Windows 10,Intel,14,2.8,16,256,1.95,2859
Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,512,1.95,2159
Xiaomi,SSD,GeForce MX150,Nvidia,No OS,Intel,15.6,1.8,16,256,1.95,1540
Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,256,1.95,1529
HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.5,4,128,1.95,1392
HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.5,4,256,1.95,1326
Xiaomi,SSD,GeForce MX150,Nvidia,No OS,Intel,15.6,1.6,8,256,1.95,1319
HP,SSD,HD Graphics 520,Intel,Windows 7,Intel,14,2.3,8,256,1.95,1315
Toshiba,SSD,HD Graphics 520,Intel,Windows 10,Intel,14,2.3,8,256,1.95,1298
HP,HDD,HD Graphics 520,Intel,Windows 10,Intel,14,2.3,4,500,1.95,1264
Lenovo,SSD,HD Graphics 630,Intel,Windows 10,Intel,15.6,2.7,8,256,1.95,1207
HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,14,2.5,4,500,1.95,1166
HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.5,8,256,1.95,1078
Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,128,1.95,891
Dell,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4,500,1.95,803
HP,SSD,Radeon 530,AMD,Windows 10,AMD,15.6,3,6,256,1.95,714
HP,HDD,HD Graphics 405,Intel,Windows 10,Intel,14,1.6,8,2000,1.94,428
Dell,SSD,GeForce 930MX,Nvidia,Windows 10,Intel,15.6,2.8,16,256,1.93,1691
Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.6,16,512,1.93,1569
Dell,SSD,GeForce 930MX,Nvidia,Windows 10,Intel,15.6,2.8,8,256,1.93,1506
Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.6,4,500,1.93,1055
Dell,HDD,HD Graphics 620,Intel,Linux,Intel,15.6,2.6,4,500,1.93,956
MSI,Hybrid,GeForce GTX 970M,Nvidia,Windows 10,Intel,15.6,2.6,16,128,1.91,2369
HP,HDD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.7,8,1000,1.91,1077
HP,SSD,Radeon 530,AMD,Windows 10,Intel,15.6,2.7,8,256,1.91,791
HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,1.8,8,256,1.91,725
HP,SSD,Radeon 520,AMD,Windows 10,Intel,15.6,1.6,6,256,1.91,681
HP,SSD,Radeon 520,AMD,Windows 10,Intel,15.6,2.5,8,256,1.91,681
HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,128,1.91,648
HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,256,1.91,637
HP,SSD,Radeon 530,AMD,Windows 10,AMD,15.6,2.5,6,128,1.91,626
HP,SSD,Radeon 520,AMD,Windows 10,AMD,15.6,3,4,256,1.91,549
HP,SSD,Radeon R5,AMD,Windows 10,AMD,15.6,3,4,256,1.91,538
HP,SSD,Radeon 520,AMD,Windows 10,AMD,15.6,2.5,4,256,1.91,527
HP,SSD,Radeon R4 Graphics,AMD,Windows 10,AMD,15.6,2.5,8,128,1.91,490
HP,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4,128,1.91,483
HP,SSD,FirePro W4190M,AMD,Windows 7,Intel,15.6,2.5,8,256,1.9,1645
Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.8,8,256,1.9,1515
HP,HDD,FirePro W4190M ,AMD,Windows 10,Intel,15.6,2.7,8,1000,1.9,1396
Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.6,8,256,1.9,1297
HP,HDD,FirePro W4190M ,AMD,Windows 10,Intel,15.6,2.5,8,500,1.9,1269
Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,256,1.9,1229
Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,14,2.3,8,256,1.9,1179
Dell,Hybrid,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,1.6,8,128,1.9,1154
Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.6,8,500,1.9,1109
Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,128,1.9,1040
Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.5,8,256,1.9,1032
Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.6,8,500,1.9,1029
Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4,500,1.9,908
Lenovo,Hybrid,Radeon R5 M430,AMD,Windows 10,Intel,15.6,2.5,8,128,1.9,900
Lenovo,Hybrid,R17M-M1-70,AMD,Windows 10,Intel,15.6,2.5,8,128,1.9,894
Dell,HDD,Radeon 530,AMD,Windows 10,Intel,15.6,1.6,8,1000,1.9,729
Lenovo,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4,1000,1.9,604
Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4,128,1.9,548
Lenovo,HDD,HD Graphics 620,Intel,No OS,Intel,15.6,2.5,4,1000,1.9,539
Lenovo,HDD,HD Graphics 520,Intel,No OS,Intel,15.6,2,4,500,1.9,495
Lenovo,HDD,Radeon R5 M430,AMD,No OS,Intel,15.6,2,4,1000,1.9,405
Lenovo,HDD,HD Graphics 520,Intel,No OS,Intel,15.6,2,4,1000,1.9,373
Lenovo,SSD,HD Graphics 500,Intel,No OS,Intel,15.6,1.1,4,128,1.9,298
Lenovo,HDD,HD Graphics 500,Intel,No OS,Intel,15.6,1.1,4,1000,1.9,278
Chuwi,Flash,HD Graphics,Intel,Windows 10,Intel,15.6,1.44,4,64,1.89,274
Chuwi,Flash,HD Graphics,Intel,Windows 10,Intel,15.6,1.44,4,64,1.89,269
HP,SSD,HD Graphics 520,Intel,Windows 7,Intel,15.6,2.5,8,256,1.88,2389
Dell,SSD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.9,16,512,1.88,1769
HP,SSD,HD Graphics 520,Intel,Windows 7,Intel,15.6,2.3,8,256,1.88,1737
Dell,SSD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.9,8,256,1.88,1428
Dell,SSD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.6,8,256,1.88,1206
HP,HDD,HD Graphics 520,Intel,Windows 7,Intel,15.6,2.3,4,500,1.88,1025
Lenovo,SSD,GeForce 940MX,Nvidia,Windows 10,Intel,14,2.7,8,256,1.87,945
Lenovo,SSD,GeForce 920MX,Nvidia,Windows 10,Intel,14,2.5,8,256,1.87,943
Lenovo,HDD,HD Graphics 620,Intel,Windows 10,Intel,14,2.5,4,500,1.87,864
HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,256,1.86,759
HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8,1000,1.86,703
HP,HDD,Radeon 520,AMD,Windows 10,Intel,15.6,2.5,4,500,1.86,674
HP,SSD,HD Graphics 620,Intel,No OS,Intel,15.6,2.5,8,256,1.86,633
HP,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,8,256,1.86,593
HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4,1000,1.86,538
HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4,500,1.86,534
HP,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4,1000,1.86,516
